user_id,recipe_id,predicted_rating,rank,n_missing
3288,106633,5.0,6,2.0
3288,294720,5.0,7,3.0
4291,153046,5.0,1,1.0
4291,234433,5.0,2,2.0
4291,153134,5.0,3,3.0
4291,234465,5.0,4,3.0
4291,133359,5.0,5,3.0
4291,499705,5.0,6,3.0
4291,860,5.0,7,3.0
4439,153534,5.0,1,0.0
4439,153714,5.0,2,1.0
4439,153724,5.0,3,2.0
4439,504819,5.0,4,3.0
4439,153163,5.0,5,3.0
4470,185188,5.0,1,1.0
4470,517416,5.0,2,2.0
4470,517410,5.0,3,2.0
4470,516009,5.0,4,2.0
4470,548,5.0,5,2.0
4470,512,5.0,6,2.0
4470,185235,5.0,7,3.0
4470,506,5.0,8,3.0
4470,185197,5.0,9,3.0
4500,140103,5.0,1,2.0
4500,506892,5.0,2,3.0
4500,140136,5.0,3,3.0
4500,140140,5.0,4,3.0
4601,384909,5.0,1,1.0
4601,74183,5.0,2,2.0
4601,251773,5.0,3,2.0
4601,18678,5.0,4,3.0
4601,90683,5.0,5,3.0
4740,371437,5.0,1,2.0
4740,47003,5.0,2,3.0
4740,371346,5.0,3,3.0
4740,166535,5.0,4,3.0
4740,140394,5.0,5,3.0
4753,504246,5.0,1,2.0
4753,416928,5.0,2,3.0
4753,503642,5.0,3,3.0
5060,98706,5.0,1,0.0
5060,310,5.0,2,1.0
5060,271,5.0,3,2.0
5060,280,5.0,4,2.0
5060,98453,5.0,5,3.0
5060,62,5.0,6,3.0
5060,40,5.0,7,3.0
5523,44079,5.0,1,1.0
5523,517410,5.0,2,2.0
5523,44048,5.0,3,3.0
5523,43858,5.0,4,3.0
5672,510906,5.0,1,1.0
6164,210757,5.0,1,3.0
6258,280,5.0,1,0.0
6258,134316,5.0,2,1.0
6258,186127,5.0,3,1.0
6258,749,5.0,4,2.0
6258,278,5.0,5,2.0
6258,346,5.0,6,2.0
6258,134289,5.0,7,3.0
6258,144854,5.0,8,3.0
6258,271,5.0,9,3.0
6357,107626,5.0,1,1.0
6357,107674,5.0,2,2.0
6357,504455,5.0,3,2.0
6357,510906,5.0,4,3.0
6357,346,5.0,5,3.0
6357,107693,5.0,6,3.0
6357,107646,5.0,7,3.0
6357,512,5.0,8,3.0
6512,271,5.0,1,2.0
6512,642,5.0,2,3.0
6512,507924,5.0,3,3.0
6550,556,5.0,1,2.0
6550,510968,5.0,2,3.0
6651,647,5.0,1,1.0
6651,505997,5.0,2,1.0
6651,268157,5.0,3,2.0
6651,182313,5.0,4,2.0
6651,517873,5.0,5,2.0
6651,636,5.0,6,2.0
6651,167,5.0,7,2.0
6651,532740,5.0,8,2.0
6651,510904,5.0,9,3.0
6651,192,5.0,10,3.0
6702,66414,5.0,1,2.0
6702,80661,5.0,2,3.0
6702,216224,5.0,3,3.0
6836,100079,5.0,1,1.0
6836,242,5.0,2,1.0
6836,310,5.0,3,1.0
6836,100259,5.0,4,2.0
6836,271,5.0,5,2.0
6836,93,5.0,6,2.0
6836,100083,5.0,7,3.0
6836,617,5.0,8,3.0
7108,517410,5.0,1,0.0
7108,571,5.0,2,1.0
7108,604,5.0,3,1.0
7108,112212,5.0,4,1.0
7108,112777,5.0,5,2.0
7108,112641,5.0,6,2.0
7108,112206,5.0,7,3.0
7108,278,5.0,8,3.0
7108,211218,5.0,9,3.0
7108,211241,5.0,10,3.0
7308,149360,5.0,1,2.0
7308,144778,5.0,2,2.0
7308,144439,5.0,3,3.0
7422,31540,5.0,1,1.0
7422,96717,5.0,2,2.0
7422,41344,5.0,3,2.0
7422,75894,5.0,4,3.0
7676,22128,5.0,1,1.0
7676,44529,5.0,2,2.0
7676,44656,5.0,3,2.0
7676,90828,5.0,4,3.0
7802,169649,5.0,1,1.0
7802,271217,5.0,2,2.0
7802,137370,5.0,3,2.0
7802,169648,5.0,4,2.0
7802,271205,5.0,5,3.0
8005,150028,5.0,1,3.0
8005,100526,5.0,2,3.0
8005,100777,5.0,3,3.0
8005,133106,5.0,4,3.0
8239,77967,5.0,1,2.0
8239,91733,5.0,2,2.0
8239,318841,5.0,3,3.0
8239,85545,5.0,4,3.0
8377,54595,5.0,1,1.0
8377,54666,5.0,2,1.0
8377,54567,5.0,3,2.0
8377,54679,5.0,4,3.0
8377,54448,5.0,5,3.0
8377,271,5.0,6,3.0
8377,170601,5.0,7,3.0
8396,364929,5.0,1,2.0
8396,21882,5.0,2,3.0
8396,189254,5.0,3,3.0
8396,834,5.0,4,3.0
8526,665,5.0,1,1.0
8526,571,5.0,2,2.0
8526,508008,5.0,3,3.0
8526,548,5.0,4,3.0
8526,464,5.0,5,3.0
8527,72367,5.0,1,2.0
8527,502831,5.0,2,3.0
8527,860,5.0,3,3.0
8527,647,5.0,4,3.0
8527,116884,5.0,5,3.0
8606,510906,5.0,1,3.0
8606,517873,5.0,2,3.0
8606,145491,5.0,3,3.0
8629,280,5.0,1,0.0
8629,136850,5.0,2,2.0
8629,88207,5.0,3,2.0
8629,153134,5.0,4,2.0
8629,81790,5.0,5,2.0
8629,398191,5.0,6,3.0
8629,112425,5.0,7,3.0
8629,81900,5.0,8,3.0
8629,103140,5.0,9,3.0
8629,395619,5.0,10,3.0
8629,29085,5.0,11,3.0
8629,28937,5.0,12,3.0
8688,515572,5.0,1,2.0
8688,512,5.0,2,2.0
8688,647,5.0,3,2.0
8688,511995,5.0,4,2.0
8688,169909,5.0,5,2.0
8688,522889,5.0,6,3.0
8688,532740,5.0,7,3.0
8688,544,5.0,8,3.0
8937,285159,5.0,1,2.0
8937,278886,5.0,2,3.0
9328,50124,5.0,1,2.0
9328,501988,5.0,2,3.0
9579,188310,5.0,1,3.0
9579,213060,5.0,2,3.0
9579,122968,5.0,3,3.0
9579,123773,5.0,4,3.0
9579,211649,5.0,5,3.0
9579,171327,5.0,6,3.0
9580,272235,5.0,1,3.0
9580,556,5.0,2,3.0
9580,593,5.0,3,3.0
9580,164231,5.0,4,3.0
9622,85148,5.0,1,1.0
9622,4765,5.0,2,1.0
9622,52569,5.0,3,2.0
9622,84419,5.0,4,3.0
9670,310,5.0,1,1.0
9670,294235,5.0,2,2.0
9670,182534,5.0,3,2.0
9670,182512,5.0,4,3.0
9670,182563,5.0,5,3.0
9670,170285,5.0,6,3.0
9670,170122,5.0,7,3.0
9670,593,5.0,8,3.0
9670,522889,5.0,9,3.0
9717,181738,5.0,1,0.0
9717,181399,5.0,2,1.0
9717,181281,5.0,3,1.0
9717,167,5.0,4,1.0
9717,153,5.0,5,1.0
9717,271,5.0,6,2.0
9717,181508,5.0,7,2.0
9717,181412,5.0,8,2.0
9717,188845,5.0,9,2.0
9717,188904,5.0,10,3.0
9748,187790,5.0,1,1.0
9748,187795,5.0,2,1.0
9748,310,5.0,3,1.0
9748,187484,5.0,4,1.0
9748,532740,5.0,5,2.0
9748,516009,5.0,6,2.0
9748,187793,5.0,7,3.0
9748,187812,5.0,8,3.0
9748,278,5.0,9,3.0
9869,310,5.0,1,0.0
9869,177038,5.0,2,2.0
9869,510904,5.0,3,2.0
9869,177465,5.0,4,3.0
9869,636,5.0,5,3.0
9869,510340,5.0,6,3.0
10033,532740,5.0,1,1.0
10033,512,5.0,2,1.0
10033,647,5.0,3,2.0
10033,179152,5.0,4,2.0
10033,360032,5.0,5,3.0
10033,360115,5.0,6,3.0
10033,432,5.0,7,3.0
10033,517594,5.0,8,3.0
10033,271,5.0,9,3.0
10113,346,5.0,1,0.0
10113,177191,5.0,2,2.0
10113,177196,5.0,3,2.0
10113,177307,5.0,4,2.0
10113,617,5.0,5,2.0
10113,665,5.0,6,2.0
10113,177343,5.0,7,3.0
10113,517594,5.0,8,3.0
10320,504246,5.0,1,3.0
10332,108068,5.0,1,3.0
10332,11868,5.0,2,3.0
10404,517410,5.0,1,0.0
10404,517529,5.0,2,2.0
10404,532740,5.0,3,2.0
10404,192,5.0,4,2.0
10404,636,5.0,5,2.0
10404,615,5.0,6,2.0
10404,303735,5.0,7,2.0
10404,593,5.0,8,3.0
10404,516009,5.0,9,3.0
10404,617,5.0,10,3.0
10997,510906,5.0,1,0.0
10997,160432,5.0,2,2.0
11009,310,5.0,1,0.0
11009,61610,5.0,2,2.0
11009,177558,5.0,3,2.0
11009,177260,5.0,4,3.0
11044,242,5.0,1,3.0
11176,86365,5.0,1,1.0
11176,278890,5.0,2,2.0
11176,86374,5.0,3,2.0
11176,86353,5.0,4,3.0
11176,316392,5.0,5,3.0
11295,64056,5.0,1,1.0
11295,187484,5.0,2,2.0
11295,108172,5.0,3,2.0
11295,860,5.0,4,2.0
11297,60834,5.0,1,1.0
11297,517416,5.0,2,1.0
11297,271,5.0,3,1.0
11297,202023,5.0,4,2.0
11297,106643,5.0,5,2.0
11297,60816,5.0,6,3.0
11297,43203,5.0,7,3.0
11461,510906,5.0,1,1.0
11461,510904,5.0,2,1.0
11461,510905,5.0,3,2.0
11461,532740,5.0,4,2.0
11461,567,5.0,5,3.0
11461,556,5.0,6,3.0
11461,517873,5.0,7,3.0
11511,31040,5.0,1,1.0
11511,63100,5.0,2,2.0
11811,65423,5.0,1,3.0
11989,242,5.0,1,3.0
12118,464,5.0,1,2.0
12118,506892,5.0,2,2.0
12118,177402,5.0,3,3.0
12118,177482,5.0,4,3.0
12129,242966,5.0,1,2.0
12129,110195,5.0,2,3.0
12129,196850,5.0,3,3.0
12129,49964,5.0,4,3.0
12129,110378,5.0,5,3.0
12481,242,5.0,1,3.0
12619,256215,5.0,1,1.0
12619,26210,5.0,2,2.0
12619,265984,5.0,3,2.0
12657,160177,5.0,1,1.0
12657,107626,5.0,2,2.0
12657,50627,5.0,3,2.0
12657,156331,5.0,4,2.0
12657,293953,5.0,5,3.0
12657,355418,5.0,6,3.0
12657,356538,5.0,7,3.0
12657,160307,5.0,8,3.0
12875,61108,5.0,1,0.0
12875,63860,5.0,2,2.0
12875,64984,5.0,3,3.0
12875,64961,5.0,4,3.0
12875,65134,5.0,5,3.0
12882,143581,5.0,1,2.0
12882,66284,5.0,2,3.0
12882,227605,5.0,3,3.0
13011,227694,5.0,1,2.0
13011,228909,5.0,2,3.0
13011,222054,5.0,3,3.0
13011,105357,5.0,4,3.0
13029,140619,5.0,1,1.0
13029,140638,5.0,2,2.0
13029,140486,5.0,3,2.0
13029,140047,5.0,4,2.0
13029,204291,5.0,5,3.0
13029,204071,5.0,6,3.0
13063,617,5.0,1,2.0
13063,175886,5.0,2,3.0
13063,175848,5.0,3,3.0
13301,107408,5.0,1,3.0
13483,314899,5.0,1,0.0
13483,62345,5.0,2,1.0
13483,62203,5.0,3,2.0
13483,517416,5.0,4,2.0
13483,167,5.0,5,2.0
13483,62180,5.0,6,3.0
13483,186583,5.0,7,3.0
13593,532740,5.0,1,1.0
13593,172758,5.0,2,1.0
13593,186161,5.0,3,1.0
13593,186059,5.0,4,2.0
13593,517410,5.0,5,2.0
13593,516009,5.0,6,2.0
13593,242,5.0,7,3.0
13593,49,5.0,8,3.0
13593,532736,5.0,9,3.0
13593,517596,5.0,10,3.0
13593,271,5.0,11,3.0
13625,152719,5.0,1,2.0
13625,152754,5.0,2,2.0
13625,822,5.0,3,2.0
13625,324,5.0,4,3.0
13625,346,5.0,5,3.0
13625,285831,5.0,6,3.0
13625,160457,5.0,7,3.0
13705,517416,5.0,1,1.0
13705,510904,5.0,2,3.0
13796,97785,5.0,1,1.0
13796,123919,5.0,2,1.0
13796,30219,5.0,3,2.0
13796,962,5.0,4,3.0
13796,123512,5.0,5,3.0
13796,123545,5.0,6,3.0
13796,1133,5.0,7,3.0
13796,215572,5.0,8,3.0
13796,123773,5.0,9,3.0
13933,352739,5.0,1,1.0
13933,33264,5.0,2,2.0
13933,63346,5.0,3,3.0
14042,346,5.0,1,2.0
14042,504455,5.0,2,3.0
14386,280594,5.0,1,1.0
14386,31504,5.0,2,2.0
14386,67425,5.0,3,2.0
14386,88386,5.0,4,3.0
14410,517410,5.0,1,2.0
14410,149303,5.0,2,2.0
14410,278890,5.0,3,2.0
14410,149207,5.0,4,3.0
14410,118966,5.0,5,3.0
14410,192,5.0,6,3.0
14410,464,5.0,7,3.0
14433,510904,5.0,1,2.0
14433,125928,5.0,2,2.0
14433,167,5.0,3,3.0
14613,52561,5.0,1,2.0
14613,144141,5.0,2,2.0
14613,151791,5.0,3,3.0
14613,151544,5.0,4,3.0
14613,222187,5.0,5,3.0
14613,80173,5.0,6,3.0
14664,167834,5.0,1,1.0
14664,167900,5.0,2,2.0
14664,44459,5.0,3,2.0
14664,44736,5.0,4,2.0
14664,166779,5.0,5,3.0
14664,166623,5.0,6,3.0
14823,171531,5.0,1,3.0
14823,103060,5.0,2,3.0
14823,103024,5.0,3,3.0
14823,171373,5.0,4,3.0
14823,346,5.0,5,3.0
15077,420521,5.0,1,2.0
15077,99949,5.0,2,2.0
15077,222224,5.0,3,2.0
15077,148258,5.0,4,3.0
15239,30470,5.0,1,1.0
15239,30358,5.0,2,2.0
15239,29636,5.0,3,2.0
15239,271,5.0,4,3.0
15239,29709,5.0,5,3.0
15271,242,5.0,1,3.0
15381,74086,5.0,1,1.0
15381,363253,5.0,2,1.0
15502,192,5.0,1,3.0
15502,242,5.0,2,3.0
15511,504455,5.0,1,2.0
15511,107235,5.0,2,2.0
15511,499870,5.0,3,3.0
15511,33914,5.0,4,3.0
15511,492531,5.0,5,3.0
15511,490031,5.0,6,3.0
15511,102677,5.0,7,3.0
15521,504246,5.0,1,2.0
15521,504245,5.0,2,3.0
15521,504819,5.0,3,3.0
15521,512,5.0,4,3.0
15521,506,5.0,5,3.0
15572,390256,5.0,1,1.0
15572,163946,5.0,2,1.0
15572,31504,5.0,3,2.0
15572,15372,5.0,4,3.0
15572,420521,5.0,5,3.0
15572,18725,5.0,6,3.0
15572,251773,5.0,7,3.0
15609,90683,5.0,1,2.0
15609,61610,5.0,2,2.0
15609,153075,5.0,3,3.0
15694,147159,5.0,1,3.0
15694,192,5.0,2,3.0
15712,242,5.0,1,2.0
15712,153,5.0,2,3.0
15718,484221,5.0,1,3.0
15718,1035,5.0,2,3.0
15718,27527,5.0,3,3.0
15851,358752,5.0,1,0.0
15851,161962,5.0,2,1.0
15851,83284,5.0,3,2.0
15851,141730,5.0,4,2.0
15851,285159,5.0,5,2.0
15851,358756,5.0,6,3.0
15851,504819,5.0,7,3.0
15851,20819,5.0,8,3.0
15892,352739,5.0,1,1.0
15892,423946,5.0,2,2.0
15892,130886,5.0,3,3.0
15892,29800,5.0,4,3.0
15892,192910,5.0,5,3.0
15892,380988,5.0,6,3.0
15913,125802,5.0,1,2.0
15913,162997,5.0,2,3.0
15913,163033,5.0,3,3.0
16140,504246,5.0,1,2.0
16140,119468,5.0,2,3.0
16140,615,5.0,3,3.0
16408,237039,5.0,1,2.0
16408,253820,5.0,2,3.0
16459,46464,5.0,1,1.0
16459,457044,5.0,2,2.0
16459,202023,5.0,3,3.0
16459,18910,5.0,4,3.0
16510,93,5.0,1,3.0
16510,50428,5.0,2,3.0
16510,29413,5.0,3,3.0
16510,29255,5.0,4,3.0
16582,37845,5.0,1,3.0
16582,57953,5.0,2,3.0
16582,216364,5.0,3,3.0
16582,142376,5.0,4,3.0
16667,245447,4.8029,1,3.0
16758,108068,4.7425,1,3.0
16777,94997,5.0,1,2.0
16827,504245,5.0,1,1.0
16827,128380,5.0,2,3.0
16827,518078,5.0,3,3.0
17206,22641,5.0,1,3.0
17608,151134,5.0,1,1.0
17608,151189,5.0,2,1.0
17608,151177,5.0,3,2.0
17608,151292,5.0,4,3.0
17608,151289,5.0,5,3.0
17803,93986,5.0,1,1.0
17803,94335,5.0,2,1.0
17803,93945,5.0,3,2.0
17803,46026,5.0,4,2.0
17803,94363,5.0,5,2.0
17803,517416,5.0,6,2.0
17803,503004,5.0,7,2.0
17803,207747,5.0,8,3.0
17803,271,5.0,9,3.0
17984,31311,5.0,1,2.0
17984,232772,5.0,2,3.0
18344,517416,5.0,1,2.0
18344,127605,5.0,2,2.0
18344,261635,5.0,3,2.0
18344,503887,5.0,4,2.0
18344,510904,5.0,5,3.0
18344,186517,5.0,6,3.0
18344,271,5.0,7,3.0
18391,219357,5.0,1,1.0
18391,346,5.0,2,1.0
18391,192,5.0,3,2.0
18391,517596,5.0,4,2.0
18391,517873,5.0,5,2.0
18391,208136,5.0,6,3.0
18391,81803,5.0,7,3.0
18391,81780,5.0,8,3.0
18391,378,5.0,9,3.0
18391,81775,5.0,10,3.0
18424,172755,5.0,1,3.0
18424,214277,5.0,2,3.0
18424,84489,5.0,3,3.0
18424,240010,5.0,4,3.0
18510,2688,5.0,1,1.0
18510,227468,5.0,2,2.0
18510,81790,5.0,3,3.0
18510,245649,5.0,4,3.0
18510,131093,5.0,5,3.0
18551,29493,5.0,1,2.0
18551,110560,5.0,2,2.0
18551,317026,5.0,3,3.0
18551,319085,5.0,4,3.0
18649,310,5.0,1,0.0
18649,516009,5.0,2,2.0
18660,175954,5.0,1,1.0
18660,176443,5.0,2,1.0
18660,176016,5.0,3,2.0
18660,246,5.0,4,2.0
18660,517594,5.0,5,3.0
18660,176180,5.0,6,3.0
18660,278,5.0,7,3.0
18660,271,5.0,8,3.0
18660,464,5.0,9,3.0
18742,97213,5.0,1,2.0
18742,113105,5.0,2,2.0
18742,43065,5.0,3,2.0
18745,93,5.0,1,2.0
18745,192,5.0,2,2.0
18745,49,5.0,3,3.0
18745,167,5.0,4,3.0
18745,242,5.0,5,3.0
18931,40497,5.0,1,3.0
18931,347649,5.0,2,3.0
19051,120835,5.0,1,1.0
19051,133320,5.0,2,3.0
19051,172771,5.0,3,3.0
19051,133193,5.0,4,3.0
19129,146427,5.0,1,2.0
19129,517410,5.0,2,2.0
19129,146053,5.0,3,2.0
19129,510904,5.0,4,3.0
19129,516009,5.0,5,3.0
19152,237133,5.0,1,2.0
19152,104402,5.0,2,2.0
19152,73812,5.0,3,3.0
19166,556,5.0,1,0.0
19166,464,5.0,2,2.0
19166,510904,5.0,3,3.0
19166,510906,5.0,4,3.0
19185,484370,5.0,1,2.0
19185,46900,5.0,2,2.0
19185,46501,5.0,3,2.0
19185,188845,5.0,4,3.0
19185,483916,5.0,5,3.0
19185,471888,5.0,6,3.0
19185,491196,5.0,7,3.0
19185,188904,5.0,8,3.0
19198,571,5.0,1,2.0
19198,510906,5.0,2,3.0
19198,510904,5.0,3,3.0
19198,544,5.0,4,3.0
19198,517596,5.0,5,3.0
19540,510904,5.0,1,2.0
19540,114000,5.0,2,3.0
19540,510906,5.0,3,3.0
19540,114392,5.0,4,3.0
19683,194126,5.0,1,2.0
19683,158289,5.0,2,3.0
19683,507924,5.0,3,3.0
19774,167,5.0,1,3.0
19799,485233,5.0,1,2.0
19799,504246,5.0,2,2.0
19799,517873,5.0,3,2.0
19799,504245,5.0,4,3.0
19799,31008,5.0,5,3.0
19803,242,5.0,1,3.0
20031,491196,5.0,1,3.0
20031,145064,5.0,2,3.0
20076,272698,5.0,1,2.0
20076,61990,5.0,2,3.0
20076,37493,5.0,3,3.0
20076,129166,5.0,4,3.0
20084,491858,5.0,1,2.0
20084,183531,5.0,2,3.0
20114,517410,5.0,1,1.0
20114,517873,5.0,2,3.0
20159,97125,5.0,1,2.0
20159,52561,5.0,2,2.0
20159,167476,5.0,3,2.0
20159,364929,5.0,4,2.0
20159,136381,5.0,5,3.0
20159,282663,5.0,6,3.0
20159,181487,5.0,7,3.0
20160,242,5.0,1,2.0
20187,242,5.0,1,3.0
20214,289456,5.0,1,1.0
20214,56460,5.0,2,2.0
20214,321948,5.0,3,2.0
20214,122142,5.0,4,2.0
20214,344050,5.0,5,3.0
20214,118080,5.0,6,3.0
20214,22929,5.0,7,3.0
20238,136957,5.0,1,3.0
20238,137036,5.0,2,3.0
20371,104134,5.0,1,2.0
20371,512,5.0,2,2.0
20371,509630,5.0,3,3.0
20371,508008,5.0,4,3.0
20371,506822,5.0,5,3.0
20371,103958,5.0,6,3.0
20371,108306,5.0,7,3.0
20371,104239,5.0,8,3.0
20375,302972,5.0,1,0.0
20375,90135,5.0,2,2.0
20375,50901,5.0,3,3.0
20375,110160,5.0,4,3.0
20395,510904,5.0,1,2.0
20395,153,5.0,2,2.0
20395,242,5.0,3,2.0
20395,192,5.0,4,3.0
20480,310,5.0,1,0.0
20480,280,5.0,2,1.0
20480,532736,5.0,3,2.0
20480,211880,5.0,4,2.0
20480,307807,5.0,5,2.0
20480,532740,5.0,6,3.0
20480,211861,5.0,7,3.0
20480,211827,5.0,8,3.0
20480,522889,5.0,9,3.0
20480,519802,5.0,10,3.0
20480,211815,5.0,11,3.0
20480,307804,5.0,12,3.0
20754,188329,5.0,1,0.0
20754,188181,5.0,2,2.0
20754,188706,5.0,3,2.0
20754,188053,5.0,4,2.0
20754,188024,5.0,5,3.0
20754,188186,5.0,6,3.0
20855,285159,5.0,1,2.0
20895,179476,5.0,1,3.0
21121,10185,5.0,1,2.0
21121,834,5.0,2,3.0
21267,280594,5.0,1,2.0
21267,51890,5.0,2,3.0
21267,24153,5.0,3,3.0
21267,165624,5.0,4,3.0
21267,97291,5.0,5,3.0
21294,68063,5.0,1,2.0
21294,280,5.0,2,3.0
21294,118116,5.0,3,3.0
21297,556,5.0,1,3.0
21297,180696,5.0,2,3.0
21399,509630,5.0,1,1.0
21399,102744,5.0,2,2.0
21399,102734,5.0,3,3.0
21424,46900,5.0,1,2.0
21424,315848,5.0,2,2.0
21424,317332,5.0,3,3.0
21443,186365,5.0,1,1.0
21443,16465,5.0,2,1.0
21443,218245,5.0,3,2.0
21443,186426,5.0,4,3.0
21443,398445,5.0,5,3.0
21462,139060,5.0,1,3.0
21487,242,5.0,1,3.0
21694,65417,5.0,1,3.0
21694,464,5.0,2,3.0
21694,504455,5.0,3,3.0
21730,285374,5.0,1,0.0
21730,242,5.0,2,2.0
21730,137364,5.0,3,2.0
21730,109737,5.0,4,2.0
21730,286006,5.0,5,2.0
21730,285900,5.0,6,2.0
21730,1035,5.0,7,3.0
21752,140689,5.0,1,2.0
21752,140744,5.0,2,2.0
21752,140638,5.0,3,3.0
21752,140834,5.0,4,3.0
21752,140785,5.0,5,3.0
21752,89826,5.0,6,3.0
21752,89707,5.0,7,3.0
21841,163724,5.0,1,1.0
21841,346,5.0,2,1.0
21841,517410,5.0,3,2.0
21841,510904,5.0,4,2.0
21841,532736,5.0,5,3.0
21841,510906,5.0,6,3.0
22015,174900,5.0,1,0.0
22015,280,5.0,2,0.0
22015,517410,5.0,3,1.0
22015,174864,5.0,4,1.0
22015,114032,5.0,5,1.0
22015,174601,5.0,6,1.0
22015,153,5.0,7,2.0
22015,517594,5.0,8,2.0
22015,510904,5.0,9,2.0
22015,114029,5.0,10,2.0
22015,242,5.0,11,2.0
22015,271,5.0,12,2.0
22015,432,5.0,13,3.0
22015,114000,5.0,14,3.0
22015,114019,5.0,15,3.0
22015,114027,5.0,16,3.0
22015,113816,5.0,17,3.0
22174,33264,5.0,1,2.0
22174,187055,5.0,2,2.0
22174,77373,5.0,3,2.0
22174,29823,5.0,4,3.0
22174,124617,5.0,5,3.0
22174,94436,5.0,6,3.0
22287,370663,5.0,1,3.0
22287,174789,5.0,2,3.0
22287,93175,5.0,3,3.0
22287,46112,5.0,4,3.0
22504,30902,5.0,1,2.0
22504,95314,5.0,2,2.0
22504,85711,5.0,3,3.0
22504,261164,5.0,4,3.0
22642,299795,5.0,1,2.0
22642,189632,5.0,2,3.0
22642,120663,5.0,3,3.0
22642,100488,5.0,4,3.0
22642,35189,5.0,5,3.0
22642,83284,5.0,6,3.0
22655,150028,5.0,1,1.0
22655,280,5.0,2,2.0
22655,135100,5.0,3,3.0
22655,36752,5.0,4,3.0
22655,223517,5.0,5,3.0
22655,142780,5.0,6,3.0
22720,271,5.0,1,2.0
22720,517873,5.0,2,2.0
22720,177343,5.0,3,2.0
22720,255607,5.0,4,3.0
22720,246,5.0,5,3.0
22720,177402,5.0,6,3.0
22720,192,5.0,7,3.0
22724,556,5.0,1,1.0
22724,512,5.0,2,3.0
22724,192,5.0,3,3.0
22788,97785,5.0,1,1.0
22788,78490,5.0,2,2.0
22788,503886,5.0,3,3.0
22898,97052,5.0,1,2.0
22898,822,5.0,2,2.0
22898,860,5.0,3,3.0
22973,510906,5.0,1,1.0
22973,556,5.0,2,3.0
22973,513746,5.0,3,3.0
22995,175807,5.0,1,2.0
22995,505997,5.0,2,2.0
22995,175848,5.0,3,3.0
22995,53558,5.0,4,3.0
22995,53634,5.0,5,3.0
23119,310,5.0,1,0.0
23119,505813,5.0,2,1.0
23119,517658,5.0,3,3.0
23119,517873,5.0,4,3.0
23119,507924,5.0,5,3.0
23199,420521,5.0,1,1.0
23199,133193,5.0,2,3.0
23302,45348,5.0,1,2.0
23302,85273,5.0,2,2.0
23302,160798,5.0,3,2.0
23302,160432,5.0,4,2.0
23302,134781,5.0,5,2.0
23302,189335,5.0,6,3.0
23302,46110,5.0,7,3.0
23333,1423,5.0,1,0.0
23333,86379,5.0,2,3.0
23333,153302,5.0,3,3.0
23333,153305,5.0,4,3.0
23333,322606,5.0,5,3.0
23463,242,5.0,1,3.0
23466,41839,5.0,1,2.0
23466,41797,5.0,2,3.0
23466,87453,5.0,3,3.0
23466,151544,5.0,4,3.0
23466,88490,5.0,5,3.0
