user_id,recipe_id,predicted_rating,rank
2586,186,5.0,14
2586,187,5.0,15
2586,192,5.0,16
2586,198,5.0,17
2586,203,5.0,18
2586,232,5.0,19
2586,242,5.0,20
2695,22782,4.0155,1
2695,27208,4.0125,2
2695,78814,4.0103,3
2695,15242,4.0088,4
2695,18914,4.0086,5
2695,106715,4.0083,6
2695,61946,4.0082,7
2695,26370,4.0082,8
2695,63501,4.0081,9
2695,4571,4.008,10
2695,174796,4.0077,11
2695,84104,4.0077,12
2695,167707,4.0076,13
2695,632,4.0076,14
2695,43998,4.0075,15
2695,147494,4.0075,16
2695,248707,4.0075,17
2695,62994,4.0075,18
2695,9973,4.0075,19
2695,56746,4.0074,20
3111,27208,4.5094,1
3111,16531,4.506,2
3111,89204,4.5035,3
3111,61946,4.503,4
3111,18914,4.5024,5
3111,15242,4.5023,6
3111,26370,4.5023,7
3111,4571,4.5022,8
3111,63501,4.5022,9
3111,87782,4.5022,10
3111,22782,4.5021,11
3111,107868,4.5021,12
3111,174796,4.502,13
3111,88794,4.502,14
3111,632,4.502,15
3111,9973,4.5019,16
3111,62994,4.5019,17
3111,248707,4.5019,18
3111,106715,4.5019,19
3111,190896,4.5019,20
3205,16531,4.8235,1
3205,13745,4.8208,2
3205,96988,4.8197,3
3205,9494,4.8196,4
3205,8972,4.8195,5
3205,32142,4.8194,6
3205,97486,4.8194,7
3205,31717,4.8194,8
3205,49172,4.8194,9
3205,137287,4.8194,10
3205,73274,4.8194,11
3205,15865,4.8194,12
3205,14979,4.8194,13
3205,58823,4.8194,14
3205,138317,4.8194,15
3205,68955,4.8193,16
3205,113229,4.8193,17
3205,46294,4.8193,18
3205,44666,4.8193,19
3205,44833,4.8193,20
3288,15865,4.4892,1
3288,69173,4.4848,2
3288,82102,4.4843,3
3288,95569,4.4833,4
3288,83524,4.482,5
3288,31128,4.4793,6
3288,9494,4.4791,7
3288,114558,4.4788,8
3288,106627,4.4787,9
3288,34382,4.4787,10
3288,4627,4.4784,11
3288,105080,4.4782,12
3288,5170,4.4781,13
3288,58823,4.478,14
3288,48532,4.478,15
3288,137287,4.4777,16
3288,49172,4.4776,17
3288,44888,4.4773,18
3288,65340,4.4771,19
3288,44833,4.4769,20
4291,95222,4.7261,1
4291,54257,4.685,2
4291,9836,4.6846,3
4291,18914,4.6832,4
4291,18651,4.6803,5
4291,106715,4.6803,6
4291,63501,4.6803,7
4291,155021,4.6799,8
4291,84104,4.6799,9
4291,13949,4.6798,10
4291,26370,4.6797,11
4291,4571,4.6797,12
4291,71373,4.6791,13
4291,150987,4.679,14
4291,167707,4.6789,15
4291,123565,4.6789,16
4291,34335,4.6787,17
4291,25885,4.6787,18
4291,43998,4.6787,19
4291,174796,4.6786,20
4439,32204,4.8553,1
4439,68955,4.8531,2
4439,77397,4.8521,3
4439,59224,4.8462,4
4439,131018,4.8457,5
4439,87782,4.8445,6
4439,9836,4.8436,7
4439,27210,4.8429,8
4439,68159,4.8419,9
4439,42780,4.8405,10
4439,82102,4.8399,11
4439,66121,4.8398,12
4439,24799,4.8391,13
4439,33914,4.8362,14
4439,31128,4.8362,15
4439,89207,4.8362,16
4439,101104,4.8339,17
4439,46877,4.8338,18
4439,95311,4.8337,19
4439,66596,4.8311,20
4470,54257,4.9505,1
4470,22782,4.9458,2
4470,28148,4.9426,3
4470,89204,4.9416,4
4470,77397,4.9412,5
4470,15411,4.941,6
4470,66596,4.9399,7
4470,28603,4.9385,8
4470,155018,4.9381,9
4470,131018,4.9379,10
4470,141308,4.9378,11
4470,48401,4.9375,12
4470,98869,4.9369,13
4470,212395,4.9366,14
4470,30165,4.9366,15
4470,249492,4.9365,16
4470,73033,4.9364,17
4470,98447,4.9363,18
4470,170285,4.9362,19
4470,56103,4.9361,20
4500,95222,4.9588,1
4500,13745,4.9587,2
4500,24139,4.9586,3
4500,18914,4.9585,4
4500,174796,4.9585,5
4500,43998,4.9585,6
4500,248707,4.9585,7
4500,147494,4.9585,8
4500,106715,4.9585,9
4500,167707,4.9585,10
4500,61946,4.9585,11
4500,632,4.9585,12
4500,123565,4.9585,13
4500,62994,4.9585,14
4500,15242,4.9585,15
4500,88794,4.9585,16
4500,56746,4.9585,17
4500,9973,4.9585,18
4500,45755,4.9585,19
4500,4571,4.9585,20
4601,27208,4.5989,1
4601,68955,4.585,2
4601,77397,4.5842,3
4601,8972,4.5838,4
4601,137287,4.5836,5
4601,97486,4.5836,6
4601,31717,4.5833,7
4601,48532,4.5832,8
4601,14927,4.5832,9
4601,14979,4.5831,10
4601,73274,4.5831,11
4601,15411,4.5829,12
4601,44666,4.5828,13
4601,113229,4.5827,14
4601,17175,4.5826,15
4601,58823,4.5825,16
4601,46294,4.5825,17
4601,138317,4.5825,18
4601,63787,4.5825,19
4601,79774,4.5824,20
4657,89204,4.7525,1
4657,16531,4.7507,2
4657,22782,4.7505,3
4657,106251,4.7504,4
4657,39087,4.7504,5
4657,107868,4.7503,6
4657,61946,4.7503,7
4657,52035,4.7503,8
4657,26370,4.7503,9
4657,25885,4.7503,10
4657,78814,4.7503,11
4657,208486,4.7503,12
4657,64049,4.7503,13
4657,40767,4.7503,14
4657,69173,4.7503,15
4657,13641,4.7502,16
4657,87782,4.7502,17
4657,53914,4.7502,18
4657,81902,4.7502,19
4657,73825,4.7502,20
4740,16531,4.6447,1
4740,13745,4.5512,2
4740,22782,4.538,3
4740,96988,4.5295,4
4740,61946,4.5214,5
4740,40767,4.5207,6
4740,13641,4.5191,7
4740,208486,4.5175,8
4740,68955,4.5161,9
4740,64049,4.5159,10
4740,41705,4.5156,11
4740,24139,4.5141,12
4740,24019,4.514,13
4740,103243,4.5138,14
4740,137575,4.5132,15
4740,35393,4.5126,16
4740,107868,4.5117,17
4740,49172,4.5107,18
4740,190476,4.5105,19
4740,88794,4.5105,20
4753,22782,4.8574,1
4753,16531,4.8573,2
4753,69173,4.8573,3
4753,39087,4.8573,4
4753,77397,4.8573,5
4753,82102,4.8573,6
4753,131018,4.8573,7
4753,82032,4.8573,8
4753,60952,4.8572,9
4753,68955,4.8572,10
4753,102274,4.8572,11
4753,238069,4.8572,12
4753,10744,4.8572,13
4753,101104,4.8572,14
4753,28148,4.8572,15
4753,32973,4.8572,16
4753,106627,4.8572,17
4753,132765,4.8572,18
4753,95569,4.8572,19
4753,192335,4.8572,20
5060,27208,4.8492,1
5060,54257,4.8181,2
5060,25885,4.8153,3
5060,18914,4.8143,4
5060,9836,4.8143,5
5060,87782,4.814,6
5060,37336,4.8123,7
5060,9850,4.8116,8
5060,64448,4.8113,9
5060,51997,4.8113,10
5060,71373,4.8112,11
5060,66596,4.8111,12
5060,519,4.8111,13
5060,51861,4.8104,14
5060,132052,4.8104,15
5060,111662,4.8102,16
5060,155021,4.8102,17
5060,31482,4.8102,18
5060,132764,4.8102,19
5060,294371,4.8101,20
5523,16531,4.9011,1
5523,22782,4.901,2
5523,89204,4.9008,3
5523,78814,4.9007,4
5523,82032,4.9005,5
5523,60952,4.9004,6
5523,56518,4.9004,7
5523,102274,4.9004,8
5523,192335,4.9003,9
5523,39087,4.9003,10
5523,80905,4.9003,11
5523,46019,4.9003,12
5523,131971,4.9003,13
5523,40767,4.9003,14
5523,93674,4.9003,15
5523,63812,4.9003,16
5523,28148,4.9003,17
5523,208486,4.9003,18
5523,141308,4.9003,19
5523,32142,4.9003,20
5672,16531,4.9339,1
5672,54257,4.9338,2
5672,33671,4.9338,3
5672,3470,4.9337,4
5672,13269,4.9337,5
5672,73033,4.9337,6
5672,153756,4.9337,7
5672,59636,4.9337,8
5672,46877,4.9337,9
5672,95222,4.9337,10
5672,32503,4.9337,11
5672,75061,4.9337,12
5672,105104,4.9337,13
5672,40106,4.9337,14
5672,148547,4.9337,15
5672,99476,4.9337,16
5672,46501,4.9337,17
5672,48760,4.9336,18
5672,14814,4.9336,19
5672,73062,4.9336,20
6164,89204,4.3719,1
6164,27208,4.3645,2
6164,242722,4.3644,3
6164,204040,4.3643,4
6164,33561,4.3643,5
6164,282927,4.3642,6
6164,41979,4.3642,7
6164,211499,4.3642,8
6164,184269,4.3642,9
6164,41609,4.3642,10
6164,138252,4.3642,11
6164,204386,4.3641,12
6164,243427,4.3641,13
6164,134484,4.3641,14
6164,259499,4.3641,15
6164,99265,4.3641,16
6164,128900,4.3641,17
6164,212668,4.3641,18
6164,177981,4.3641,19
6164,224286,4.3641,20
6258,54257,4.8246,1
6258,66596,4.8243,2
6258,53914,4.8238,3
6258,9836,4.8238,4
6258,200296,4.8233,5
6258,89204,4.8229,6
6258,37336,4.8228,7
6258,73033,4.8228,8
6258,59636,4.8227,9
6258,294371,4.8225,10
6258,169739,4.8224,11
6258,67256,4.8224,12
6258,94624,4.8223,13
6258,99709,4.8222,14
6258,8739,4.8221,15
6258,118373,4.8221,16
6258,66121,4.8221,17
6258,155018,4.8221,18
6258,87782,4.822,19
6258,71373,4.822,20
6357,15865,4.8566,1
6357,31717,4.8538,2
6357,8972,4.8532,3
6357,14927,4.8529,4
6357,137287,4.8526,5
6357,44833,4.8524,6
6357,73274,4.8523,7
6357,14979,4.8523,8
6357,97486,4.8523,9
6357,114558,4.852,10
6357,68955,4.852,11
6357,44666,4.852,12
6357,113229,4.8519,13
6357,79774,4.8518,14
6357,17175,4.8518,15
6357,46294,4.8517,16
6357,9494,4.8517,17
6357,63787,4.8517,18
6357,64367,4.8516,19
6357,3472,4.8515,20
6512,95222,4.885,1
6512,27208,4.872,2
6512,18651,4.868,3
6512,22782,4.8679,4
6512,84104,4.8677,5
6512,9836,4.8676,6
6512,25885,4.8674,7
6512,63501,4.8674,8
6512,248707,4.8673,9
6512,123565,4.8673,10
6512,43998,4.8673,11
6512,147494,4.8673,12
6512,167707,4.8673,13
6512,78814,4.8673,14
6512,137575,4.8672,15
6512,13949,4.8672,16
6512,174796,4.8672,17
6512,632,4.8672,18
6512,45755,4.8672,19
6512,16365,4.8672,20
6550,69173,4.9693,1
6550,15865,4.9693,2
6550,82102,4.9692,3
6550,106627,4.9692,4
6550,68955,4.9692,5
6550,48532,4.9692,6
6550,95569,4.9692,7
6550,77397,4.9692,8
6550,53508,4.9691,9
6550,58823,4.9691,10
6550,146022,4.9691,11
6550,137287,4.9691,12
6550,162873,4.9691,13
6550,40857,4.9691,14
6550,33919,4.9691,15
6550,8972,4.9691,16
6550,104086,4.9691,17
6550,132765,4.9691,18
6550,73274,4.9691,19
6550,14979,4.9691,20
6651,95222,4.847,1
6651,89204,4.8302,2
6651,48532,4.8239,3
6651,53198,4.8233,4
6651,42169,4.8229,5
6651,73033,4.8227,6
6651,15865,4.8226,7
6651,100526,4.8225,8
6651,8579,4.8223,9
6651,108522,4.8223,10
6651,148547,4.8223,11
6651,95569,4.8223,12
6651,106627,4.8222,13
6651,26210,4.8222,14
6651,209398,4.8222,15
6651,146427,4.8221,16
6651,28667,4.822,17
6651,199579,4.8219,18
6651,89207,4.8218,19
6651,46877,4.8215,20
6702,27208,4.6291,1
6702,89204,4.6273,2
6702,25885,4.6259,3
6702,18914,4.6257,4
6702,9836,4.6256,5
6702,87782,4.6256,6
6702,61946,4.6255,7
6702,71373,4.6255,8
6702,185342,4.6255,9
6702,128566,4.6255,10
6702,51861,4.6255,11
6702,106715,4.6254,12
6702,135753,4.6254,13
6702,190896,4.6254,14
6702,116814,4.6254,15
6702,26370,4.6254,16
6702,15242,4.6254,17
6702,63501,4.6254,18
6702,107997,4.6254,19
6702,76616,4.6254,20
6836,89204,4.8384,1
6836,96988,4.8358,2
6836,68955,4.8344,3
6836,40767,4.8342,4
6836,13641,4.8336,5
6836,208486,4.8333,6
6836,32142,4.8331,7
6836,64049,4.8327,8
6836,13745,4.8325,9
6836,76930,4.8316,10
6836,190476,4.8301,11
6836,250207,4.8301,12
6836,57589,4.8299,13
6836,51209,4.8298,14
6836,369220,4.8298,15
6836,25885,4.8295,16
6836,103243,4.8294,17
6836,97486,4.829,18
6836,107868,4.8287,19
6836,38806,4.8286,20
7093,40,5.0,1
7093,49,5.0,2
7093,58,5.0,3
7093,62,5.0,4
7093,66,5.0,5
7093,93,5.0,6
7093,112,5.0,7
7093,142,5.0,8
7093,143,5.0,9
7093,150,5.0,10
7093,153,5.0,11
7093,167,5.0,12
7093,172,5.0,13
7093,186,5.0,14
7093,187,5.0,15
7093,192,5.0,16
7093,198,5.0,17
7093,203,5.0,18
7093,232,5.0,19
7093,242,5.0,20
7108,95222,4.8521,1
7108,108522,4.7943,2
7108,148547,4.7935,3
7108,28667,4.7929,4
7108,48532,4.7924,5
7108,46877,4.7922,6
7108,104086,4.7912,7
7108,36970,4.7908,8
7108,162873,4.7904,9
7108,37413,4.7903,10
7108,73033,4.7903,11
7108,68955,4.7903,12
7108,200296,4.7902,13
7108,59636,4.7899,14
7108,105104,4.7899,15
7108,32503,4.7898,16
7108,3470,4.7898,17
7108,33671,4.7897,18
7108,13269,4.7896,19
7108,226737,4.7895,20
7308,76930,4.7554,1
7308,68955,4.7547,2
7308,48760,4.7547,3
7308,99476,4.7546,4
7308,108522,4.7545,5
7308,32973,4.7545,6
7308,28667,4.7544,7
7308,46877,4.7544,8
7308,79606,4.7544,9
7308,13269,4.7544,10
7308,3470,4.7544,11
7308,148547,4.7544,12
7308,108364,4.7544,13
7308,8579,4.7544,14
7308,10744,4.7544,15
7308,37413,4.7543,16
7308,33671,4.7543,17
7308,48532,4.7543,18
7308,91598,4.7543,19
7308,103799,4.7542,20
7422,16531,4.6071,1
7422,95222,4.5981,2
7422,13269,4.5931,3
7422,32142,4.5926,4
7422,108522,4.5923,5
7422,68955,4.5916,6
7422,162873,4.5906,7
7422,28667,4.5905,8
7422,54257,4.5903,9
7422,153756,4.5902,10
7422,36970,4.5896,11
7422,45270,4.5896,12
7422,104086,4.5896,13
7422,64448,4.5895,14
7422,48532,4.5894,15
7422,148547,4.5894,16
7422,33671,4.5894,17
7422,389557,4.5894,18
7422,40857,4.5893,19
7422,146022,4.5893,20
7456,40,5.0,1
7456,49,5.0,2
7456,58,5.0,3
7456,62,5.0,4
7456,66,5.0,5
7456,93,5.0,6
7456,112,5.0,7
7456,142,5.0,8
7456,143,5.0,9
7456,150,5.0,10
7456,153,5.0,11
7456,167,5.0,12
7456,172,5.0,13
7456,186,5.0,14
7456,187,5.0,15
7456,192,5.0,16
7456,198,5.0,17
7456,203,5.0,18
7456,232,5.0,19
7456,242,5.0,20
7676,13745,4.7797,1
7676,15865,4.7793,2
7676,16531,4.7792,3
7676,9494,4.7791,4
7676,44833,4.779,5
7676,15411,4.779,6
7676,8972,4.779,7
7676,14927,4.779,8
7676,137287,4.779,9
7676,31717,4.779,10
7676,97486,4.779,11
7676,49172,4.779,12
7676,73274,4.779,13
7676,14979,4.779,14
7676,44666,4.7789,15
7676,113229,4.7789,16
7676,46294,4.7789,17
7676,17175,4.7789,18
7676,79774,4.7789,19
7676,63787,4.7789,20
7798,40,5.0,1
7798,49,5.0,2
7798,58,5.0,3
7798,62,5.0,4
7798,66,5.0,5
7798,93,5.0,6
7798,112,5.0,7
7798,142,5.0,8
7798,143,5.0,9
7798,150,5.0,10
7798,153,5.0,11
7798,167,5.0,12
7798,172,5.0,13
7798,186,5.0,14
7798,187,5.0,15
7798,192,5.0,16
7798,198,5.0,17
7798,203,5.0,18
7798,232,5.0,19
7798,242,5.0,20
7802,78814,4.9044,1
7802,64448,4.9043,2
7802,389557,4.9042,3
7802,51997,4.904,4
7802,19279,4.904,5
7802,519,4.904,6
7802,111662,4.904,7
7802,22782,4.904,8
7802,132052,4.904,9
7802,25551,4.904,10
7802,31482,4.9039,11
7802,224132,4.9039,12
7802,330808,4.9039,13
7802,328184,4.9039,14
7802,8619,4.9039,15
7802,93481,4.9039,16
7802,41728,4.9039,17
7802,246882,4.9039,18
7802,162387,4.9039,19
7802,190605,4.9039,20
8005,95222,4.6704,1
8005,16531,4.6302,2
8005,150987,4.6296,3
8005,89204,4.629,4
8005,18816,4.6289,5
8005,9836,4.6287,6
8005,384800,4.6285,7
8005,27208,4.6282,8
8005,148921,4.6281,9
8005,148547,4.6281,10
8005,51209,4.628,11
8005,18651,4.6279,12
8005,339453,4.6279,13
8005,155021,4.6279,14
8005,43842,4.6278,15
8005,83484,4.6277,16
8005,105726,4.6277,17
8005,3470,4.6275,18
8005,208486,4.6275,19
8005,112575,4.6275,20
8239,22782,4.5073,1
8239,82032,4.5056,2
8239,78814,4.5055,3
8239,60952,4.5054,4
8239,56518,4.5053,5
8239,93674,4.5038,6
8239,102274,4.5038,7
8239,32973,4.5035,8
8239,63812,4.5035,9
8239,131971,4.5035,10
8239,192335,4.5035,11
8239,59442,4.5034,12
8239,102191,4.5034,13
8239,46019,4.5034,14
8239,178227,4.5034,15
8239,89552,4.5034,16
8239,32253,4.5034,17
8239,117656,4.5034,18
8239,99121,4.5034,19
8239,39804,4.5033,20
8377,16531,4.8162,1
8377,208486,4.7965,2
8377,40767,4.7963,3
8377,64049,4.7961,4
8377,13641,4.796,5
8377,51209,4.7943,6
8377,369220,4.7941,7
8377,190476,4.7941,8
8377,57589,4.7941,9
8377,250207,4.7941,10
8377,153756,4.7939,11
8377,68955,4.7931,12
8377,96988,4.793,13
8377,69630,4.7928,14
8377,106251,4.7926,15
8377,78579,4.7926,16
8377,81902,4.7925,17
8377,32576,4.7925,18
8377,38806,4.7925,19
8377,34045,4.7925,20
8396,27208,4.5883,1
8396,54257,4.5825,2
8396,95222,4.5824,3
8396,9836,4.5819,4
8396,25885,4.5815,5
8396,87782,4.5809,6
8396,18914,4.5809,7
8396,84104,4.5806,8
8396,63501,4.5806,9
8396,26451,4.5805,10
8396,4571,4.5805,11
8396,66596,4.5805,12
8396,99709,4.5804,13
8396,34335,4.5804,14
8396,26370,4.5803,15
8396,92095,4.5803,16
8396,56694,4.5803,17
8396,53914,4.5803,18
8396,37336,4.5803,19
8396,8739,4.5803,20
8526,15865,4.8403,1
8526,95569,4.8378,2
8526,48532,4.8372,3
8526,82102,4.8368,4
8526,106627,4.8365,5
8526,137287,4.8358,6
8526,8972,4.8358,7
8526,28667,4.8357,8
8526,73274,4.8357,9
8526,58823,4.8356,10
8526,14979,4.8356,11
8526,14927,4.8356,12
8526,108522,4.8356,13
8526,114558,4.8356,14
8526,77397,4.8355,15
8526,31717,4.8355,16
8526,69173,4.8355,17
8526,113229,4.8354,18
8526,44666,4.8354,19
8526,53508,4.8353,20
8527,27208,4.841,1
8527,22782,4.8355,2
8527,13745,4.8355,3
8527,61946,4.8349,4
8527,242722,4.8349,5
8527,137575,4.8349,6
8527,15242,4.8349,7
8527,106715,4.8349,8
8527,24139,4.8349,9
8527,18914,4.8348,10
8527,62994,4.8348,11
8527,174796,4.8347,12
8527,78814,4.8347,13
8527,147494,4.8347,14
8527,9973,4.8347,15
8527,632,4.8347,16
8527,167707,4.8347,17
8527,56746,4.8347,18
8527,45755,4.8347,19
8527,88794,4.8347,20
8606,54257,4.9154,1
8606,9836,4.9142,2
8606,25885,4.9135,3
8606,87782,4.9133,4
8606,37336,4.9132,5
8606,106251,4.9131,6
8606,84104,4.913,7
8606,18914,4.913,8
8606,26451,4.913,9
8606,3470,4.9129,10
8606,32614,4.9129,11
8606,99709,4.9129,12
8606,63501,4.9128,13
8606,44263,4.9128,14
8606,51209,4.9128,15
8606,33671,4.9128,16
8606,26370,4.9127,17
8606,82925,4.9127,18
8606,92095,4.9127,19
8606,211485,4.9126,20
8629,82102,4.8127,1
8629,32204,4.6804,2
8629,83524,4.6515,3
8629,15411,4.6503,4
8629,27208,4.6454,5
8629,95222,4.6396,6
8629,5170,4.6318,7
8629,28148,4.6261,8
8629,175071,4.5985,9
8629,13982,4.5954,10
8629,129926,4.5923,11
8629,11427,4.5894,12
8629,90674,4.5843,13
8629,43908,4.5762,14
8629,73166,4.5714,15
8629,19859,4.5664,16
8629,156595,4.564,17
8629,13546,4.5632,18
8629,52272,4.5621,19
8629,38041,4.5571,20
8688,89207,4.9696,1
8688,200296,4.9691,2
8688,37413,4.9684,3
8688,54257,4.968,4
8688,73062,4.967,5
8688,74730,4.9659,6
8688,280594,4.9657,7
8688,9836,4.9657,8
8688,68955,4.9648,9
8688,32503,4.964,10
8688,78953,4.9638,11
8688,131018,4.9633,12
8688,3470,4.9632,13
8688,94532,4.9627,14
8688,140878,4.9627,15
8688,113299,4.9619,16
8688,59636,4.9619,17
8688,103799,4.9607,18
8688,91598,4.9605,19
8688,153756,4.9605,20
8937,27208,4.4516,1
8937,18914,4.4459,2
8937,4627,4.4458,3
8937,67256,4.4457,4
8937,177558,4.4457,5
8937,69173,4.4457,6
8937,116814,4.4456,7
8937,140047,4.4456,8
8937,37336,4.4456,9
8937,24088,4.4456,10
8937,63689,4.4455,11
8937,155018,4.4455,12
8937,261889,4.4455,13
8937,222188,4.4454,14
8937,89207,4.4454,15
8937,87782,4.4454,16
8937,31128,4.4454,17
8937,89007,4.4454,18
8937,28148,4.4454,19
8937,71373,4.4454,20
9328,95222,4.8491,1
9328,54257,4.8472,2
9328,148547,4.8468,3
9328,8579,4.8468,4
9328,73033,4.8468,5
9328,46877,4.8467,6
9328,3470,4.8467,7
9328,28667,4.8467,8
9328,100526,4.8467,9
9328,42169,4.8467,10
9328,108248,4.8467,11
9328,37413,4.8467,12
9328,53198,4.8467,13
9328,146427,4.8467,14
9328,105104,4.8467,15
9328,89207,4.8467,16
9328,108364,4.8467,17
9328,79606,4.8467,18
9328,26210,4.8467,19
9328,48532,4.8467,20
9579,27208,4.657,1
9579,48532,4.6162,2
9579,108522,4.6147,3
9579,200296,4.6137,4
9579,59636,4.6135,5
9579,104086,4.6135,6
9579,68955,4.6133,7
9579,32503,4.6118,8
9579,74730,4.6117,9
9579,53198,4.6116,10
9579,73033,4.6116,11
9579,61610,4.6111,12
9579,33671,4.6111,13
9579,9327,4.6111,14
9579,83561,4.611,15
9579,46877,4.6109,16
9579,106627,4.6109,17
9579,69173,4.6108,18
9579,73062,4.6107,19
9579,282927,4.6107,20
9580,16531,4.9828,1
9580,56518,4.9821,2
9580,82032,4.9821,3
9580,60952,4.9821,4
9580,208486,4.9821,5
9580,40767,4.9821,6
9580,64049,4.9821,7
9580,13641,4.9821,8
9580,54257,4.9821,9
9580,22782,4.982,10
9580,93674,4.982,11
9580,95222,4.982,12
